method,mode,atom,base,heldout,frac,dose,dt,clamped,amplitude,radius,c_tan,delta_norm,h_norm,delta_frac,off_manifold,validity_radius,within_validity,predicted_nats,predicted_nats_pathint,predicted_nats_tangent,measured_kl
linear_norm,on_chart,0,11,False,0.4,-0.4,,,,,,53.87401894891742,1517.597577032379,,,,,0.057067272105771276,,,0.002355143691151783
linear_fisher,on_chart,0,11,False,0.4,-0.4,,,,,,53.87401894891742,1517.597577032379,,,,,0.0008070228452478176,,,0.002355143691151783
manifold,on_chart,0,16,True,0.005,0.005,3.052142479252326,True,0.22630150806513424,2.302369718558418,8.437215229009915e-06,3.3693302350268644,1618.5625240408017,0.002081680617820809,7.980598790491186e-13,0.0476897262383176,False,0.0005350598549189354,9.0077543294409,4.7891263003926816e-05,0.0005960369081489309
linear_norm,on_chart,0,16,True,0.005,0.005,,,,,,3.3693302350268644,1618.5625240408017,,,,,0.00022321096349508843,,,3.394890022519389e-05
linear_fisher,on_chart,0,16,True,0.005,0.005,,,,,,3.3693302350268644,1618.5625240408017,,,,,2.7600996714554407e-05,,,3.394890022519389e-05
manifold,on_chart,0,16,True,0.005,-0.005,-3.052142479252326,True,0.22630150806513424,2.302369718558418,8.437215229009915e-06,3.3554584693470884,1618.5625240408017,0.0020731101946992207,7.683779885422046e-13,0.0476897262383176,False,0.0005266072797415801,9.008021178874744,4.7497731487074474e-05,0.0005878117167906653
linear_norm,on_chart,0,16,True,0.005,-0.005,,,,,,3.3554584693470884,1618.5625240408017,,,,,0.00022137679702019107,,,3.6859730858086176e-05
linear_fisher,on_chart,0,16,True,0.005,-0.005,,,,,,3.3554584693470884,1618.5625240408017,,,,,2.7374194132571488e-05,,,3.6859730858086176e-05
manifold,on_chart,0,16,True,0.01,0.01,3.052142479252326,True,0.22630150806513424,2.302369718558418,8.437215229009915e-06,3.3693302350268644,1618.5625240408017,0.002081680617820809,7.980598790491186e-13,0.0476897262383176,False,0.0005350598549189354,9.0077543294409,4.7891263003926816e-05,0.0005960369081489309
linear_norm,on_chart,0,16,True,0.01,0.01,,,,,,3.3693302350268644,1618.5625240408017,,,,,0.00022321096349508843,,,3.394890022519389e-05
linear_fisher,on_chart,0,16,True,0.01,0.01,,,,,,3.3693302350268644,1618.5625240408017,,,,,2.7600996714554407e-05,,,3.394890022519389e-05
manifold,on_chart,0,16,True,0.01,-0.01,-3.052142479252326,True,0.22630150806513424,2.302369718558418,8.437215229009915e-06,3.3554584693470884,1618.5625240408017,0.0020731101946992207,7.683779885422046e-13,0.0476897262383176,False,0.0005266072797415801,9.008021178874744,4.7497731487074474e-05,0.0005878117167906653
linear_norm,on_chart,0,16,True,0.01,-0.01,,,,,,3.3554584693470884,1618.5625240408017,,,,,0.00022137679702019107,,,3.6859730858086176e-05
linear_fisher,on_chart,0,16,True,0.01,-0.01,,,,,,3.3554584693470884,1618.5625240408017,,,,,2.7374194132571488e-05,,,3.6859730858086176e-05
manifold,on_chart,0,16,True,0.02,0.02,3.052142479252326,True,0.22630150806513424,2.302369718558418,8.437215229009915e-06,3.3693302350268644,1618.5625240408017,0.002081680617820809,7.980598790491186e-13,0.0476897262383176,False,0.0005350598549189354,9.0077543294409,4.7891263003926816e-05,0.0005960369081489309
linear_norm,on_chart,0,16,True,0.02,0.02,,,,,,3.3693302350268644,1618.5625240408017,,,,,0.00022321096349508843,,,3.394890022519389e-05
linear_fisher,on_chart,0,16,True,0.02,0.02,,,,,,3.3693302350268644,1618.5625240408017,,,,,2.7600996714554407e-05,,,3.394890022519389e-05
manifold,on_chart,0,16,True,0.02,-0.02,-3.052142479252326,True,0.22630150806513424,2.302369718558418,8.437215229009915e-06,3.3554584693470884,1618.5625240408017,0.0020731101946992207,7.683779885422046e-13,0.0476897262383176,False,0.0005266072797415801,9.008021178874744,4.7497731487074474e-05,0.0005878117167906653
linear_norm,on_chart,0,16,True,0.02,-0.02,,,,,,3.3554584693470884,1618.5625240408017,,,,,0.00022137679702019107,,,3.6859730858086176e-05
linear_fisher,on_chart,0,16,True,0.02,-0.02,,,,,,3.3554584693470884,1618.5625240408017,,,,,2.7374194132571488e-05,,,3.6859730858086176e-05
manifold,on_chart,0,16,True,0.05,0.05,3.052142479252326,True,0.22630150806513424,2.302369718558418,8.437215229009915e-06,3.3693302350268644,1618.5625240408017,0.002081680617820809,7.980598790491186e-13,0.0476897262383176,False,0.0005350598549189354,9.0077543294409,4.7891263003926816e-05,0.0005960369081489309
linear_norm,on_chart,0,16,True,0.05,0.05,,,,,,3.3693302350268644,1618.5625240408017,,,,,0.00022321096349508843,,,3.394890022519389e-05
linear_fisher,on_chart,0,16,True,0.05,0.05,,,,,,3.3693302350268644,1618.5625240408017,,,,,2.7600996714554407e-05,,,3.394890022519389e-05
manifold,on_chart,0,16,True,0.05,-0.05,-3.052142479252326,True,0.22630150806513424,2.302369718558418,8.437215229009915e-06,3.3554584693470884,1618.5625240408017,0.0020731101946992207,7.683779885422046e-13,0.0476897262383176,False,0.0005266072797415801,9.008021178874744,4.7497731487074474e-05,0.0005878117167906653
linear_norm,on_chart,0,16,True,0.05,-0.05,,,,,,3.3554584693470884,1618.5625240408017,,,,,0.00022137679702019107,,,3.6859730858086176e-05
linear_fisher,on_chart,0,16,True,0.05,-0.05,,,,,,3.3554584693470884,1618.5625240408017,,,,,2.7374194132571488e-05,,,3.6859730858086176e-05
manifold,on_chart,0,16,True,0.1,0.1,3.052142479252326,True,0.22630150806513424,2.302369718558418,8.437215229009915e-06,3.3693302350268644,1618.5625240408017,0.002081680617820809,7.980598790491186e-13,0.0476897262383176,False,0.0005350598549189354,9.0077543294409,4.7891263003926816e-05,0.0005960369081489309
linear_norm,on_chart,0,16,True,0.1,0.1,,,,,,3.3693302350268644,1618.5625240408017,,,,,0.00022321096349508843,,,3.394890022519389e-05
linear_fisher,on_chart,0,16,True,0.1,0.1,,,,,,3.3693302350268644,1618.5625240408017,,,,,2.7600996714554407e-05,,,3.394890022519389e-05
manifold,on_chart,0,16,True,0.1,-0.1,-3.052142479252326,True,0.22630150806513424,2.302369718558418,8.437215229009915e-06,3.3554584693470884,1618.5625240408017,0.0020731101946992207,7.683779885422046e-13,0.0476897262383176,False,0.0005266072797415801,9.008021178874744,4.7497731487074474e-05,0.0005878117167906653
linear_norm,on_chart,0,16,True,0.1,-0.1,,,,,,3.3554584693470884,1618.5625240408017,,,,,0.00022137679702019107,,,3.6859730858086176e-05
linear_fisher,on_chart,0,16,True,0.1,-0.1,,,,,,3.3554584693470884,1618.5625240408017,,,,,2.7374194132571488e-05,,,3.6859730858086176e-05
manifold,on_chart,0,16,True,0.2,0.2,3.052142479252326,True,0.22630150806513424,2.302369718558418,8.437215229009915e-06,3.3693302350268644,1618.5625240408017,0.002081680617820809,7.980598790491186e-13,0.0476897262383176,False,0.0005350598549189354,9.0077543294409,4.7891263003926816e-05,0.0005960369081489309
linear_norm,on_chart,0,16,True,0.2,0.2,,,,,,3.3693302350268644,1618.5625240408017,,,,,0.00022321096349508843,,,3.394890022519389e-05
linear_fisher,on_chart,0,16,True,0.2,0.2,,,,,,3.3693302350268644,1618.5625240408017,,,,,2.7600996714554407e-05,,,3.394890022519389e-05
manifold,on_chart,0,16,True,0.2,-0.2,-3.052142479252326,True,0.22630150806513424,2.302369718558418,8.437215229009915e-06,3.3554584693470884,1618.5625240408017,0.0020731101946992207,7.683779885422046e-13,0.0476897262383176,False,0.0005266072797415801,9.008021178874744,4.7497731487074474e-05,0.0005878117167906653
linear_norm,on_chart,0,16,True,0.2,-0.2,,,,,,3.3554584693470884,1618.5625240408017,,,,,0.00022137679702019107,,,3.6859730858086176e-05
linear_fisher,on_chart,0,16,True,0.2,-0.2,,,,,,3.3554584693470884,1618.5625240408017,,,,,2.7374194132571488e-05,,,3.6859730858086176e-05
manifold,on_chart,0,16,True,0.4,0.4,3.052142479252326,True,0.22630150806513424,2.302369718558418,8.437215229009915e-06,3.3693302350268644,1618.5625240408017,0.002081680617820809,7.980598790491186e-13,0.0476897262383176,False,0.0005350598549189354,9.0077543294409,4.7891263003926816e-05,0.0005960369081489309
linear_norm,on_chart,0,16,True,0.4,0.4,,,,,,3.3693302350268644,1618.5625240408017,,,,,0.00022321096349508843,,,3.394890022519389e-05
linear_fisher,on_chart,0,16,True,0.4,0.4,,,,,,3.3693302350268644,1618.5625240408017,,,,,2.7600996714554407e-05,,,3.394890022519389e-05
manifold,on_chart,0,16,True,0.4,-0.4,-3.052142479252326,True,0.22630150806513424,2.302369718558418,8.437215229009915e-06,3.3554584693470884,1618.5625240408017,0.0020731101946992207,7.683779885422046e-13,0.0476897262383176,False,0.0005266072797415801,9.008021178874744,4.7497731487074474e-05,0.0005878117167906653
linear_norm,on_chart,0,16,True,0.4,-0.4,,,,,,3.3554584693470884,1618.5625240408017,,,,,0.00022137679702019107,,,3.6859730858086176e-05
linear_fisher,on_chart,0,16,True,0.4,-0.4,,,,,,3.3554584693470884,1618.5625240408017,,,,,2.7374194132571488e-05,,,3.6859730858086176e-05
manifold,on_chart,0,2,True,0.005,0.005,3.052142479252326,True,0.22630150806513424,2.032661413986776,7.938175409172899e-06,3.342663800032423,4370.753404210387,0.000764779773851438,8.310683668631277e-13,0.0476897262383176,False,0.00011223871957655565,9.007624198290937,4.434820963904583e-05,0.00012136812955108799
linear_norm,on_chart,0,2,True,0.005,0.005,,,,,,3.342663800032423,4370.753404210387,,,,,0.00021969175591120198,,,3.459490091047761e-05
linear_fisher,on_chart,0,2,True,0.005,0.005,,,,,,3.342663800032423,4370.753404210387,,,,,3.475866973964011e-05,,,3.459490091047761e-05
manifold,on_chart,0,2,True,0.005,-0.005,-3.052142479252326,True,0.22630150806513424,2.032661413986776,7.938175409172899e-06,3.3821222122044374,4370.753404210387,0.0007738076023567031,8.318493720571308e-13,0.0476897262383176,False,0.00012066075781422241,9.00815438657394,4.540140459363565e-05,0.0001304521622837481
linear_norm,on_chart,0,2,True,0.005,-0.005,,,,,,3.3821222122044374,4370.753404210387,,,,,0.00022490906345921496,,,3.768054962690625e-05
linear_fisher,on_chart,0,2,True,0.005,-0.005,,,,,,3.3821222122044374,4370.753404210387,,,,,3.558412934434549e-05,,,3.768054962690625e-05
manifold,on_chart,0,2,True,0.01,0.01,3.052142479252326,True,0.22630150806513424,2.032661413986776,7.938175409172899e-06,3.342663800032423,4370.753404210387,0.000764779773851438,8.310683668631277e-13,0.0476897262383176,False,0.00011223871957655565,9.007624198290937,4.434820963904583e-05,0.00012136812955108799
linear_norm,on_chart,0,2,True,0.01,0.01,,,,,,3.342663800032423,4370.753404210387,,,,,0.00021969175591120198,,,3.459490091047761e-05
linear_fisher,on_chart,0,2,True,0.01,0.01,,,,,,3.342663800032423,4370.753404210387,,,,,3.475866973964011e-05,,,3.459490091047761e-05
manifold,on_chart,0,2,True,0.01,-0.01,-3.052142479252326,True,0.22630150806513424,2.032661413986776,7.938175409172899e-06,3.3821222122044374,4370.753404210387,0.0007738076023567031,8.318493720571308e-13,0.0476897262383176,False,0.00012066075781422241,9.00815438657394,4.540140459363565e-05,0.0001304521622837481
linear_norm,on_chart,0,2,True,0.01,-0.01,,,,,,3.3821222122044374,4370.753404210387,,,,,0.00022490906345921496,,,3.768054962690625e-05
linear_fisher,on_chart,0,2,True,0.01,-0.01,,,,,,3.3821222122044374,4370.753404210387,,,,,3.558412934434549e-05,,,3.768054962690625e-05
manifold,on_chart,0,2,True,0.02,0.02,3.052142479252326,True,0.22630150806513424,2.032661413986776,7.938175409172899e-06,3.342663800032423,4370.753404210387,0.000764779773851438,8.310683668631277e-13,0.0476897262383176,False,0.00011223871957655565,9.007624198290937,4.434820963904583e-05,0.00012136812955108799
linear_norm,on_chart,0,2,True,0.02,0.02,,,,,,3.342663800032423,4370.753404210387,,,,,0.00021969175591120198,,,3.459490091047761e-05
linear_fisher,on_chart,0,2,True,0.02,0.02,,,,,,3.342663800032423,4370.753404210387,,,,,3.475866973964011e-05,,,3.459490091047761e-05
manifold,on_chart,0,2,True,0.02,-0.02,-3.052142479252326,True,0.22630150806513424,2.032661413986776,7.938175409172899e-06,3.3821222122044374,4370.753404210387,0.0007738076023567031,8.318493720571308e-13,0.0476897262383176,False,0.00012066075781422241,9.00815438657394,4.540140459363565e-05,0.0001304521622837481
linear_norm,on_chart,0,2,True,0.02,-0.02,,,,,,3.3821222122044374,4370.753404210387,,,,,0.00022490906345921496,,,3.768054962690625e-05
linear_fisher,on_chart,0,2,True,0.02,-0.02,,,,,,3.3821222122044374,4370.753404210387,,,,,3.558412934434549e-05,,,3.768054962690625e-05
manifold,on_chart,0,2,True,0.05,0.05,3.052142479252326,True,0.22630150806513424,2.032661413986776,7.938175409172899e-06,3.342663800032423,4370.753404210387,0.000764779773851438,8.310683668631277e-13,0.0476897262383176,False,0.00011223871957655565,9.007624198290937,4.434820963904583e-05,0.00012136812955108799
linear_norm,on_chart,0,2,True,0.05,0.05,,,,,,3.342663800032423,4370.753404210387,,,,,0.00021969175591120198,,,3.459490091047761e-05
linear_fisher,on_chart,0,2,True,0.05,0.05,,,,,,3.342663800032423,4370.753404210387,,,,,3.475866973964011e-05,,,3.459490091047761e-05
manifold,on_chart,0,2,True,0.05,-0.05,-3.052142479252326,True,0.22630150806513424,2.032661413986776,7.938175409172899e-06,3.3821222122044374,4370.753404210387,0.0007738076023567031,8.318493720571308e-13,0.0476897262383176,False,0.00012066075781422241,9.00815438657394,4.540140459363565e-05,0.0001304521622837481
linear_norm,on_chart,0,2,True,0.05,-0.05,,,,,,3.3821222122044374,4370.753404210387,,,,,0.00022490906345921496,,,3.768054962690625e-05
linear_fisher,on_chart,0,2,True,0.05,-0.05,,,,,,3.3821222122044374,4370.753404210387,,,,,3.558412934434549e-05,,,3.768054962690625e-05
manifold,on_chart,0,2,True,0.1,0.1,3.052142479252326,True,0.22630150806513424,2.032661413986776,7.938175409172899e-06,3.342663800032423,4370.753404210387,0.000764779773851438,8.310683668631277e-13,0.0476897262383176,False,0.00011223871957655565,9.007624198290937,4.434820963904583e-05,0.00012136812955108799
linear_norm,on_chart,0,2,True,0.1,0.1,,,,,,3.342663800032423,4370.753404210387,,,,,0.00021969175591120198,,,3.459490091047761e-05
linear_fisher,on_chart,0,2,True,0.1,0.1,,,,,,3.342663800032423,4370.753404210387,,,,,3.475866973964011e-05,,,3.459490091047761e-05
manifold,on_chart,0,2,True,0.1,-0.1,-3.052142479252326,True,0.22630150806513424,2.032661413986776,7.938175409172899e-06,3.3821222122044374,4370.753404210387,0.0007738076023567031,8.318493720571308e-13,0.0476897262383176,False,0.00012066075781422241,9.00815438657394,4.540140459363565e-05,0.0001304521622837481
linear_norm,on_chart,0,2,True,0.1,-0.1,,,,,,3.3821222122044374,4370.753404210387,,,,,0.00022490906345921496,,,3.768054962690625e-05
linear_fisher,on_chart,0,2,True,0.1,-0.1,,,,,,3.3821222122044374,4370.753404210387,,,,,3.558412934434549e-05,,,3.768054962690625e-05
manifold,on_chart,0,2,True,0.2,0.2,3.052142479252326,True,0.22630150806513424,2.032661413986776,7.938175409172899e-06,3.342663800032423,4370.753404210387,0.000764779773851438,8.310683668631277e-13,0.0476897262383176,False,0.00011223871957655565,9.007624198290937,4.434820963904583e-05,0.00012136812955108799
linear_norm,on_chart,0,2,True,0.2,0.2,,,,,,3.342663800032423,4370.753404210387,,,,,0.00021969175591120198,,,3.459490091047761e-05
linear_fisher,on_chart,0,2,True,0.2,0.2,,,,,,3.342663800032423,4370.753404210387,,,,,3.475866973964011e-05,,,3.459490091047761e-05
manifold,on_chart,0,2,True,0.2,-0.2,-3.052142479252326,True,0.22630150806513424,2.032661413986776,7.938175409172899e-06,3.3821222122044374,4370.753404210387,0.0007738076023567031,8.318493720571308e-13,0.0476897262383176,False,0.00012066075781422241,9.00815438657394,4.540140459363565e-05,0.0001304521622837481
linear_norm,on_chart,0,2,True,0.2,-0.2,,,,,,3.3821222122044374,4370.753404210387,,,,,0.00022490906345921496,,,3.768054962690625e-05
linear_fisher,on_chart,0,2,True,0.2,-0.2,,,,,,3.3821222122044374,4370.753404210387,,,,,3.558412934434549e-05,,,3.768054962690625e-05
manifold,on_chart,0,2,True,0.4,0.4,3.052142479252326,True,0.22630150806513424,2.032661413986776,7.938175409172899e-06,3.342663800032423,4370.753404210387,0.000764779773851438,8.310683668631277e-13,0.0476897262383176,False,0.00011223871957655565,9.007624198290937,4.434820963904583e-05,0.00012136812955108799
linear_norm,on_chart,0,2,True,0.4,0.4,,,,,,3.342663800032423,4370.753404210387,,,,,0.00021969175591120198,,,3.459490091047761e-05
linear_fisher,on_chart,0,2,True,0.4,0.4,,,,,,3.342663800032423,4370.753404210387,,,,,3.475866973964011e-05,,,3.459490091047761e-05
manifold,on_chart,0,2,True,0.4,-0.4,-3.052142479252326,True,0.22630150806513424,2.032661413986776,7.938175409172899e-06,3.3821222122044374,4370.753404210387,0.0007738076023567031,8.318493720571308e-13,0.0476897262383176,False,0.00012066075781422241,9.00815438657394,4.540140459363565e-05,0.0001304521622837481
linear_norm,on_chart,0,2,True,0.4,-0.4,,,,,,3.3821222122044374,4370.753404210387,,,,,0.00022490906345921496,,,3.768054962690625e-05
linear_fisher,on_chart,0,2,True,0.4,-0.4,,,,,,3.3821222122044374,4370.753404210387,,,,,3.558412934434549e-05,,,3.768054962690625e-05
manifold,on_chart,0,44,True,0.005,0.005,3.052142479252326,True,0.22630150806513424,2.351462025693979,8.638714427783239e-06,3.3734398386650595,1521.5545009848909,0.002217100890228682,7.830881094025281e-13,0.047689726238317603,False,0.0001225192783976131,9.007774477093148,4.915470124295712e-05,0.00012944541319155227
linear_norm,on_chart,0,44,True,0.005,0.005,,,,,,3.3734398386650595,1521.5545009848909,,,,,0.00022375580056867623,,,9.8175276009721e-06
linear_fisher,on_chart,0,44,True,0.005,0.005,,,,,,3.3734398386650595,1521.5545009848909,,,,,9.259835413205272e-06,,,9.8175276009721e-06
manifold,on_chart,0,44,True,0.005,-0.005,-3.052142479252326,True,0.22630150806513424,2.351462025693979,8.638714427783239e-06,3.351348282490089,1521.5545009848909,0.002202581820316516,7.705282047280923e-13,0.04768972623831759,False,0.0001191968802425232,9.008000737851988,4.851301306669943e-05,0.00012577337004096144
linear_norm,on_chart,0,44,True,0.005,-0.005,,,,,,3.351348282490089,1521.5545009848909,,,,,0.0002208347889876209,,,1.095359225098929e-05
linear_fisher,on_chart,0,44,True,0.005,-0.005,,,,,,3.351348282490089,1521.5545009848909,,,,,9.138953244287639e-06,,,1.095359225098929e-05
manifold,on_chart,0,44,True,0.01,0.01,3.052142479252326,True,0.22630150806513424,2.351462025693979,8.638714427783239e-06,3.3734398386650595,1521.5545009848909,0.002217100890228682,7.830881094025281e-13,0.047689726238317603,False,0.0001225192783976131,9.007774477093148,4.915470124295712e-05,0.00012944541319155227
linear_norm,on_chart,0,44,True,0.01,0.01,,,,,,3.3734398386650595,1521.5545009848909,,,,,0.00022375580056867623,,,9.8175276009721e-06
linear_fisher,on_chart,0,44,True,0.01,0.01,,,,,,3.3734398386650595,1521.5545009848909,,,,,9.259835413205272e-06,,,9.8175276009721e-06
manifold,on_chart,0,44,True,0.01,-0.01,-3.052142479252326,True,0.22630150806513424,2.351462025693979,8.638714427783239e-06,3.351348282490089,1521.5545009848909,0.002202581820316516,7.705282047280923e-13,0.04768972623831759,False,0.0001191968802425232,9.008000737851988,4.851301306669943e-05,0.00012577337004096144
linear_norm,on_chart,0,44,True,0.01,-0.01,,,,,,3.351348282490089,1521.5545009848909,,,,,0.0002208347889876209,,,1.095359225098929e-05
linear_fisher,on_chart,0,44,True,0.01,-0.01,,,,,,3.351348282490089,1521.5545009848909,,,,,9.138953244287639e-06,,,1.095359225098929e-05
manifold,on_chart,0,44,True,0.02,0.02,3.052142479252326,True,0.22630150806513424,2.351462025693979,8.638714427783239e-06,3.3734398386650595,1521.5545009848909,0.002217100890228682,7.830881094025281e-13,0.047689726238317603,False,0.0001225192783976131,9.007774477093148,4.915470124295712e-05,0.00012944541319155227
linear_norm,on_chart,0,44,True,0.02,0.02,,,,,,3.3734398386650595,1521.5545009848909,,,,,0.00022375580056867623,,,9.8175276009721e-06
linear_fisher,on_chart,0,44,True,0.02,0.02,,,,,,3.3734398386650595,1521.5545009848909,,,,,9.259835413205272e-06,,,9.8175276009721e-06
manifold,on_chart,0,44,True,0.02,-0.02,-3.052142479252326,True,0.22630150806513424,2.351462025693979,8.638714427783239e-06,3.351348282490089,1521.5545009848909,0.002202581820316516,7.705282047280923e-13,0.04768972623831759,False,0.0001191968802425232,9.008000737851988,4.851301306669943e-05,0.00012577337004096144
linear_norm,on_chart,0,44,True,0.02,-0.02,,,,,,3.351348282490089,1521.5545009848909,,,,,0.0002208347889876209,,,1.095359225098929e-05
linear_fisher,on_chart,0,44,True,0.02,-0.02,,,,,,3.351348282490089,1521.5545009848909,,,,,9.138953244287639e-06,,,1.095359225098929e-05
manifold,on_chart,0,44,True,0.05,0.05,3.052142479252326,True,0.22630150806513424,2.351462025693979,8.638714427783239e-06,3.3734398386650595,1521.5545009848909,0.002217100890228682,7.830881094025281e-13,0.047689726238317603,False,0.0001225192783976131,9.007774477093148,4.915470124295712e-05,0.00012944541319155227
linear_norm,on_chart,0,44,True,0.05,0.05,,,,,,3.3734398386650595,1521.5545009848909,,,,,0.00022375580056867623,,,9.8175276009721e-06
linear_fisher,on_chart,0,44,True,0.05,0.05,,,,,,3.3734398386650595,1521.5545009848909,,,,,9.259835413205272e-06,,,9.8175276009721e-06
manifold,on_chart,0,44,True,0.05,-0.05,-3.052142479252326,True,0.22630150806513424,2.351462025693979,8.638714427783239e-06,3.351348282490089,1521.5545009848909,0.002202581820316516,7.705282047280923e-13,0.04768972623831759,False,0.0001191968802425232,9.008000737851988,4.851301306669943e-05,0.00012577337004096144
linear_norm,on_chart,0,44,True,0.05,-0.05,,,,,,3.351348282490089,1521.5545009848909,,,,,0.0002208347889876209,,,1.095359225098929e-05
linear_fisher,on_chart,0,44,True,0.05,-0.05,,,,,,3.351348282490089,1521.5545009848909,,,,,9.138953244287639e-06,,,1.095359225098929e-05
manifold,on_chart,0,44,True,0.1,0.1,3.052142479252326,True,0.22630150806513424,2.351462025693979,8.638714427783239e-06,3.3734398386650595,1521.5545009848909,0.002217100890228682,7.830881094025281e-13,0.047689726238317603,False,0.0001225192783976131,9.007774477093148,4.915470124295712e-05,0.00012944541319155227
linear_norm,on_chart,0,44,True,0.1,0.1,,,,,,3.3734398386650595,1521.5545009848909,,,,,0.00022375580056867623,,,9.8175276009721e-06
linear_fisher,on_chart,0,44,True,0.1,0.1,,,,,,3.3734398386650595,1521.5545009848909,,,,,9.259835413205272e-06,,,9.8175276009721e-06
manifold,on_chart,0,44,True,0.1,-0.1,-3.052142479252326,True,0.22630150806513424,2.351462025693979,8.638714427783239e-06,3.351348282490089,1521.5545009848909,0.002202581820316516,7.705282047280923e-13,0.04768972623831759,False,0.0001191968802425232,9.008000737851988,4.851301306669943e-05,0.00012577337004096144
linear_norm,on_chart,0,44,True,0.1,-0.1,,,,,,3.351348282490089,1521.5545009848909,,,,,0.0002208347889876209,,,1.095359225098929e-05
linear_fisher,on_chart,0,44,True,0.1,-0.1,,,,,,3.351348282490089,1521.5545009848909,,,,,9.138953244287639e-06,,,1.095359225098929e-05
manifold,on_chart,0,44,True,0.2,0.2,3.052142479252326,True,0.22630150806513424,2.351462025693979,8.638714427783239e-06,3.3734398386650595,1521.5545009848909,0.002217100890228682,7.830881094025281e-13,0.047689726238317603,False,0.0001225192783976131,9.007774477093148,4.915470124295712e-05,0.00012944541319155227
linear_norm,on_chart,0,44,True,0.2,0.2,,,,,,3.3734398386650595,1521.5545009848909,,,,,0.00022375580056867623,,,9.8175276009721e-06
linear_fisher,on_chart,0,44,True,0.2,0.2,,,,,,3.3734398386650595,1521.5545009848909,,,,,9.259835413205272e-06,,,9.8175276009721e-06
manifold,on_chart,0,44,True,0.2,-0.2,-3.052142479252326,True,0.22630150806513424,2.351462025693979,8.638714427783239e-06,3.351348282490089,1521.5545009848909,0.002202581820316516,7.705282047280923e-13,0.04768972623831759,False,0.0001191968802425232,9.008000737851988,4.851301306669943e-05,0.00012577337004096144
linear_norm,on_chart,0,44,True,0.2,-0.2,,,,,,3.351348282490089,1521.5545009848909,,,,,0.0002208347889876209,,,1.095359225098929e-05
linear_fisher,on_chart,0,44,True,0.2,-0.2,,,,,,3.351348282490089,1521.5545009848909,,,,,9.138953244287639e-06,,,1.095359225098929e-05
manifold,on_chart,0,44,True,0.4,0.4,3.052142479252326,True,0.22630150806513424,2.351462025693979,8.638714427783239e-06,3.3734398386650595,1521.5545009848909,0.002217100890228682,7.830881094025281e-13,0.047689726238317603,False,0.0001225192783976131,9.007774477093148,4.915470124295712e-05,0.00012944541319155227
linear_norm,on_chart,0,44,True,0.4,0.4,,,,,,3.3734398386650595,1521.5545009848909,,,,,0.00022375580056867623,,,9.8175276009721e-06
linear_fisher,on_chart,0,44,True,0.4,0.4,,,,,,3.3734398386650595,1521.5545009848909,,,,,9.259835413205272e-06,,,9.8175276009721e-06
manifold,on_chart,0,44,True,0.4,-0.4,-3.052142479252326,True,0.22630150806513424,2.351462025693979,8.638714427783239e-06,3.351348282490089,1521.5545009848909,0.002202581820316516,7.705282047280923e-13,0.04768972623831759,False,0.0001191968802425232,9.008000737851988,4.851301306669943e-05,0.00012577337004096144
linear_norm,on_chart,0,44,True,0.4,-0.4,,,,,,3.351348282490089,1521.5545009848909,,,,,0.0002208347889876209,,,1.095359225098929e-05
